用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U2502,万亮德,P65643,办公椅,家居,1098.84,2024-07-28 01:58:50,4,4395.36,武汉,女,40
U6077,费家达,P85533,卫衣,服装,985.03,2024-08-24 00:53:09,1,985.03,武汉,女,22
U1940,管雄榕,P99474,漫画,书籍,942.87,2024-01-13 10:07:05,4,3771.48,天津,男,64
U6033,傅辉志,P32635,化妆刷套装,美妆,187.02,2024-09-06 10:54:50,3,561.06,天津,女,28
U4108,葛河行,P95570,智能手表,电子产品,1883.32,2024-07-19 16:34:55,4,7533.28,北京,男,21
U9676,卞平敬,P33698,牛仔裤,服装,403.64,2024-04-01 08:58:14,1,403.64,杭州,男,58
U4903,缪弘松,P42677,运动鞋,服装,812.58,2024-04-25 09:04:07,2,1625.16,杭州,女,41
U9068,乐和文,P91584,运动鞋,服装,764.35,2024-10-01 16:17:39,2,1528.7,武汉,男,56
U1797,高功进,P17476,抱枕,家居,4802.01,2024-09-26 10:05:42,4,19208.04,深圳,男,31
U3474,皮启刚,P82102,餐桌,家居,4121.19,2024-11-01 23:12:21,1,4121.19,上海,女,41
U2163,邵朋仁,P88783,跳绳,运动,121.31,2024-11-17 17:49:45,1,121.31,杭州,女,36
U1722,宣昌,P97060,笔记本电脑,电子产品,6033.28,2024-07-25 13:13:14,4,24133.12,广州,女,40
U7346,屈安德,P39806,变形金刚,玩具,655.74,2024-07-27 02:04:12,5,3278.7,武汉,女,23
U2432,季翔绍,P39043,抱枕,家居,2503.52,2024-02-25 18:57:11,2,5007.04,成都,女,41
U4993,路家哲,P68620,跳绳,运动,613.68,2024-12-13 23:53:12,3,1841.04,上海,女,49
U5647,卢庆健,P46089,历史书籍,书籍,897.01,2024-12-23 21:14:46,5,4485.05,天津,女,43
U9920,喻豪庆,P66051,漫画,书籍,921.05,2024-10-03 09:24:03,2,1842.1,北京,男,37
U8124,黄飞会,P26131,变形金刚,玩具,123.11,2024-02-05 19:40:31,4,492.44,广州,女,25
U4485,柳平强,P85987,笔记本电脑,电子产品,6922.4,2024-04-29 14:48:49,1,6922.4,杭州,女,28
U4333,贝风行,P29009,乐高积木,玩具,59.74,2024-07-07 14:04:07,2,119.48,西安,女,57
U2452,干生飞,P87565,智能手表,电子产品,8609.03,2024-09-02 03:55:38,4,34436.12,苏州,女,39
U7599,贺树中,P84319,技术教材,书籍,684.95,2024-05-28 22:46:28,1,684.95,南京,男,57
U1945,杭思彪,P20764,羽毛球拍,运动,41.14,2024-07-11 10:20:21,3,123.42,杭州,男,43
U1626,康磊,P54849,防晒霜,美妆,278.22,2024-04-28 01:33:21,4,1112.88,南京,女,44
U6476,奚先,P44188,羽毛球拍,运动,440.58,2024-05-14 20:03:56,1,440.58,上海,男,36
U1277,雷邦刚,P14834,漫画,书籍,62.37,2024-09-18 03:14:32,5,311.85,武汉,女,22
U5491,解强,P10639,人物传记,书籍,152.21,2024-02-01 05:54:43,1,152.21,上海,女,48
U3889,皮朗泽,P78375,卫衣,服装,376.32,2024-10-02 07:58:08,4,1505.28,广州,女,61
U8449,凤信,P46897,遥控车,玩具,599.85,2024-10-05 21:32:45,3,1799.55,北京,女,64
U7170,俞东德,P28099,历史书籍,书籍,768.38,2024-12-28 05:44:06,3,2305.14,上海,男,65
U5907,颜祥辉,P66673,平板电脑,电子产品,7800.96,2024-05-01 23:49:00,2,15601.92,苏州,女,62
U7547,干哲,P84441,口红,美妆,227.72,2024-04-20 04:32:30,4,910.88,南京,女,27
U2457,花功,P43430,台灯,家居,4802.71,2024-03-03 17:32:49,3,14408.13,北京,女,47
U5854,苗泰,P17850,智能手机,电子产品,8075.95,2024-03-26 09:28:11,2,16151.9,北京,女,42
U7077,危天兴,P72566,拼图,玩具,838.32,2024-01-01 18:27:16,3,2514.96,广州,女,56
U2562,应勇,P40207,技术教材,书籍,756.29,2024-10-20 06:00:30,5,3781.45,上海,男,63
U6823,任明胜,P83208,台灯,家居,1598.82,2024-07-06 08:05:56,3,4796.46,上海,男,52
U5903,宣功维,P93237,香水,美妆,715.19,2024-03-18 09:08:17,5,3575.95,武汉,男,19
U7225,许信,P38910,面霜,美妆,169.27,2024-09-11 00:00:25,3,507.81,天津,男,30
U8272,彭腾树,P20367,遥控车,玩具,357.46,2024-08-25 12:05:05,3,1072.38,深圳,女,42
U6204,平林涛,P55882,跳绳,运动,344.64,2024-01-24 20:28:42,4,1378.56,天津,男,50
U4568,于维,P51123,面霜,美妆,141.54,2024-10-26 05:20:18,2,283.08,重庆,女,31
U7511,秦峰敬,P33294,连衣裙,服装,787.77,2024-10-15 21:35:52,1,787.77,成都,女,46
U5298,倪会炎,P38526,瑜伽垫,运动,159.58,2024-02-06 04:52:23,3,478.74,深圳,男,33
U3287,夏国庆,P90846,桌游,玩具,119.26,2024-12-23 04:20:37,1,119.26,广州,男,45
U5310,崔平言,P83150,四件套,家居,3136.57,2024-10-29 09:51:41,2,6273.14,武汉,女,32
U9987,廉安进,P45181,口红,美妆,399.38,2024-12-06 13:48:57,5,1996.9,西安,男,61
U1835,柯建安,P24810,变形金刚,玩具,344.45,2024-02-02 16:55:54,4,1377.8,重庆,男,23
U3127,高伟龙,P42829,桌游,玩具,936.02,2024-05-17 17:14:49,3,2808.06,苏州,男,60
U7878,汤维民,P39918,桌游,玩具,281.54,2024-08-21 21:31:22,3,844.62,南京,男,24
U4626,江子,P41791,技术教材,书籍,204.1,2024-03-04 13:04:22,4,816.4,苏州,男,31
U8058,黄泽,P54349,台灯,家居,4685.91,2024-07-06 08:06:00,3,14057.73,天津,女,55
U4365,卢才伟,P69120,化妆刷套装,美妆,186.45,2024-07-06 10:52:09,1,186.45,杭州,女,42
U2790,江顺奇,P57348,技术教材,书籍,371.87,2024-11-27 09:12:29,5,1859.35,重庆,女,59
U7590,花志群,P29386,跳绳,运动,546.71,2024-05-30 23:57:18,1,546.71,北京,女,43
U6152,高博风,P83093,办公椅,家居,1019.59,2024-04-01 09:10:33,5,5097.95,武汉,男,61
U1104,章岩河,P46950,跑步鞋,运动,945.83,2024-10-14 21:43:18,5,4729.15,成都,女,63
U4169,臧彪腾,P67307,办公椅,家居,4877.26,2024-06-10 17:28:34,5,24386.3,西安,女,54
U6360,蒋信,P68627,人物传记,书籍,562.1,2024-06-22 12:26:36,2,1124.2,西安,女,40
U7175,鲍翔祥,P20204,拼图,玩具,578.43,2024-07-10 18:03:02,2,1156.86,深圳,女,53
U5459,何林发,P87179,羽毛球拍,运动,874.78,2024-11-10 23:56:44,5,4373.9,西安,男,41
U5655,凤群,P13090,办公椅,家居,2981.63,2024-01-21 22:49:47,3,8944.89,北京,男,28
U1184,钟钧斌,P43923,四件套,家居,1762.22,2024-10-08 23:48:05,5,8811.1,西安,女,65
U1249,万家树,P83130,跳绳,运动,834.65,2024-01-17 18:19:54,1,834.65,广州,男,39
U1506,盛榕轮,P75648,连衣裙,服装,121.67,2024-10-19 00:44:51,5,608.35,北京,女,26
U7959,伏盛,P12706,口红,美妆,959.26,2024-04-17 18:20:17,5,4796.3,天津,女,45
U3678,应士哲,P57594,技术教材,书籍,521.54,2024-12-09 16:04:10,2,1043.08,南京,男,48
U8155,江翔腾,P77280,人物传记,书籍,277.08,2024-01-04 18:07:25,4,1108.32,天津,男,58
U2545,谈明松,P77898,收纳盒,家居,1583.68,2024-09-27 19:13:37,1,1583.68,武汉,男,55
U4222,吴子进,P41261,技术教材,书籍,772.19,2024-03-20 20:53:43,1,772.19,上海,女,41
U8233,卢祥广,P88213,四件套,家居,4582.32,2024-02-16 04:22:10,4,18329.28,广州,女,33
U1889,单辉毅,P22269,笔记本电脑,电子产品,7689.26,2024-09-14 11:32:16,2,15378.52,深圳,男,56
U1819,孔杰,P43638,历史书籍,书籍,591.33,2024-09-05 03:00:59,2,1182.66,成都,女,64
U9207,缪哲诚,P97437,牛仔裤,服装,854.62,2024-11-23 17:29:56,2,1709.24,深圳,女,57
U4081,秦飞发,P16654,山地车,运动,931.29,2024-08-17 00:54:35,2,1862.58,重庆,男,38
U8916,谈雄兴,P72661,芭比娃娃,玩具,70.4,2024-08-13 02:42:07,4,281.6,武汉,女,50
U2993,谈富楠,P34377,粉底液,美妆,896.17,2024-08-15 23:12:22,4,3584.68,成都,男,30
U2701,范启航,P18280,蓝牙耳机,电子产品,614.35,2024-06-01 11:42:16,1,614.35,深圳,女,51
U7906,潘诚星,P77964,运动鞋,服装,521.84,2024-02-04 10:51:30,3,1565.52,重庆,男,24
U1071,霍江,P35313,卫衣,服装,652.57,2024-01-05 19:28:42,3,1957.71,南京,女,42
U4527,房承达,P26934,防晒霜,美妆,94.37,2024-08-18 13:31:55,2,188.74,北京,女,24
U9457,宗时,P44086,沙发,家居,3202.22,2024-03-11 17:29:37,5,16011.1,武汉,男,33
U1442,戴功,P81798,洗发水,美妆,641.34,2024-07-28 12:43:08,1,641.34,武汉,女,36
U2012,胡致诚,P83725,羽绒服,服装,159.27,2024-03-08 06:57:57,5,796.35,广州,男,29
U4353,宋达贵,P16403,粉底液,美妆,882.45,2024-03-11 21:56:49,4,3529.8,杭州,女,20
U9040,罗健,P39441,羽绒服,服装,855.42,2024-03-14 22:05:12,2,1710.84,广州,女,63
U6636,邱伟,P46272,芭比娃娃,玩具,494.91,2024-01-15 07:40:21,5,2474.55,上海,男,22
U9577,宗天琛,P78495,毛绒玩具,玩具,716.25,2024-03-04 11:58:36,4,2865.0,天津,男,36
U5565,莫新鹏,P36301,毛绒玩具,玩具,897.06,2024-08-13 18:40:30,4,3588.24,北京,男,57
U6775,余泰信,P12931,平板电脑,电子产品,6791.73,2024-02-22 13:19:33,4,27166.92,北京,男,28
U3767,杭政绍,P52602,拼图,玩具,836.73,2024-03-31 12:39:23,3,2510.19,广州,男,44
U5261,邹茂信,P58752,化妆刷套装,美妆,283.53,2024-12-11 19:19:41,1,283.53,深圳,男,41
U5961,何振岩,P85182,香水,美妆,749.99,2024-01-25 11:14:15,3,2249.97,上海,女,31
U6699,郑元朗,P82496,历史书籍,书籍,227.43,2024-06-02 11:47:54,4,909.72,武汉,男,34
U9452,杭翰,P14213,乐高积木,玩具,307.43,2024-03-10 20:19:18,4,1229.72,上海,男,40
U5217,酆超炎,P79408,卫衣,服装,171.8,2024-09-21 05:29:52,2,343.6,重庆,男,55
U4528,贲海辰,P72545,漫画,书籍,408.61,2024-08-23 15:09:00,4,1634.44,天津,女,63
U9279,危林宁,P43890,牛仔裤,服装,793.93,2024-10-29 09:29:51,5,3969.65,西安,女,50
U5908,齐浩民,P38722,抱枕,家居,3364.4,2024-04-13 17:39:10,5,16822.0,北京,男,65
U8365,凌东,P28022,餐桌,家居,1434.99,2024-11-12 14:42:26,5,7174.95,上海,女,61
U8288,孙达敬,P37245,平板电脑,电子产品,8914.03,2024-06-14 04:45:24,3,26742.09,重庆,女,65
U6481,毛浩航,P41204,桌游,玩具,231.86,2024-09-21 15:35:45,4,927.44,北京,女,63
U8971,邱强刚,P37654,洗发水,美妆,370.53,2024-09-12 13:36:59,5,1852.65,西安,女,47
U3909,殷思朗,P74196,T恤,服装,642.19,2024-08-16 20:49:54,3,1926.57,南京,女,59
U1000,赵涛腾,P19414,技术教材,书籍,390.73,2024-11-10 09:29:56,1,390.73,苏州,女,44
U2985,奚祥善,P21546,夹克,服装,433.56,2024-04-14 05:12:51,4,1734.24,西安,女,26
U8032,卢腾宏,P90194,山地车,运动,492.77,2024-09-22 01:50:56,5,2463.85,深圳,女,55
U4122,裘义雄,P26999,拼图,玩具,756.06,2024-10-30 21:01:09,5,3780.3,重庆,男,56
U3954,颜鸣,P69849,羽毛球拍,运动,976.83,2024-05-20 13:52:10,4,3907.32,西安,男,53
U5108,田全楠,P10971,遥控车,玩具,880.62,2024-05-17 01:44:40,2,1761.24,深圳,女,26
U6919,褚良,P86922,羽毛球拍,运动,782.92,2024-06-04 03:16:37,3,2348.76,上海,女,51
U2744,戚山朗,P77479,技术教材,书籍,282.62,2024-04-03 06:37:43,4,1130.48,重庆,女,52
U4126,祝贵,P48930,卫衣,服装,230.23,2024-03-24 04:45:28,4,920.92,南京,女,48
U5944,包广宁,P10590,洗发水,美妆,442.89,2024-10-30 04:51:31,1,442.89,西安,女,41
U5364,霍成功,P61427,羽毛球拍,运动,841.52,2024-11-04 19:10:28,2,1683.04,杭州,女,25
U5020,米思震,P92129,口红,美妆,607.73,2024-02-04 14:52:51,4,2430.92,成都,男,62
U9220,吕义,P16186,羽绒服,服装,601.07,2024-07-30 03:34:39,1,601.07,杭州,女,53
U6669,安峰冠,P55667,乐高积木,玩具,705.78,2024-03-03 13:53:52,4,2823.12,成都,男,25
U6097,花文炎,P48953,收纳盒,家居,4712.57,2024-09-11 15:27:25,3,14137.71,成都,男,53
U8364,唐勇勇,P14556,充电宝,电子产品,8067.4,2024-08-15 17:29:47,4,32269.6,广州,女,45
U5707,高刚邦,P49474,哑铃,运动,524.37,2024-03-23 14:52:11,4,2097.48,天津,女,28
U3491,祁时生,P13762,哑铃,运动,454.39,2024-01-06 09:20:37,3,1363.17,深圳,女,51
U1306,窦进,P31932,科幻小说,书籍,160.05,2024-03-10 17:11:16,2,320.1,杭州,男,18
U4528,祁兴,P70640,哑铃,运动,227.48,2024-05-25 12:25:51,1,227.48,北京,女,45
U5458,姚士军,P46605,人物传记,书籍,1001.71,2024-11-22 19:07:39,3,3005.13,重庆,女,59
U3548,孙致时,P34306,平板电脑,电子产品,8684.04,2024-12-11 09:22:20,1,8684.04,南京,女,46
U9420,郑福彪,P58079,跳绳,运动,74.22,2024-04-15 07:00:55,3,222.66,广州,男,47
U5603,秦志俊,P61957,面霜,美妆,43.81,2024-12-10 05:28:30,5,219.05,深圳,女,29
U6441,殷宁厚,P45918,漫画,书籍,616.12,2024-09-28 19:06:54,5,3080.6,苏州,男,18
U4619,蓝岩,P26480,乐高积木,玩具,853.1,2024-04-12 02:58:20,3,2559.3,苏州,女,57
U6177,罗福,P79996,粉底液,美妆,163.09,2024-04-20 22:04:25,4,652.36,西安,男,59
U1231,童飞亨,P22066,防晒霜,美妆,706.01,2024-10-05 07:01:24,2,1412.02,南京,男,27
U6791,骆伯善,P30596,乐高积木,玩具,639.53,2024-02-04 00:35:27,5,3197.65,武汉,男,61
U7418,黄福博,P91155,拼图,玩具,113.31,2024-01-13 03:02:48,4,453.24,武汉,女,23
U5630,伍琛,P38709,跳绳,运动,630.68,2024-03-22 16:43:34,5,3153.4,天津,男,58
U1935,郝晨晨,P76730,口红,美妆,472.72,2024-09-29 06:02:03,1,472.72,深圳,男,28
U4577,顾博,P23714,办公椅,家居,1888.24,2024-02-28 14:44:42,5,9441.2,天津,男,18
U9765,强厚发,P72855,毛绒玩具,玩具,307.83,2024-08-15 19:54:30,4,1231.32,成都,男,35
U6652,常航伟,P91004,漫画,书籍,155.74,2024-07-12 22:02:34,4,622.96,上海,男,36
U3075,邱善,P46384,收纳盒,家居,1150.23,2024-06-12 14:51:29,1,1150.23,武汉,女,52
U5752,孙辉之,P74767,科幻小说,书籍,786.03,2024-07-22 17:24:57,1,786.03,西安,女,37
U3766,伏以,P29585,篮球,运动,453.81,2024-04-23 14:20:36,5,2269.05,杭州,男,60
U9739,宋康乐,P15426,连衣裙,服装,244.79,2024-12-28 11:10:30,3,734.37,武汉,男,21
U7204,尤民,P24677,口红,美妆,961.92,2024-03-29 15:18:12,5,4809.6,上海,男,19
U8306,苗承敬,P54969,智能手机,电子产品,9104.15,2024-10-15 07:56:42,3,27312.45,成都,女,20
U8899,康轮刚,P99835,历史书籍,书籍,509.95,2024-01-10 10:02:42,4,2039.8,西安,女,22
U5343,贲楠彬,P31146,面霜,美妆,147.15,2024-02-25 10:49:54,1,147.15,上海,女,54
U9722,常泰豪,P38053,平板电脑,电子产品,6939.34,2024-06-28 18:53:23,5,34696.7,南京,女,47
U3077,邵广亨,P61460,拼图,玩具,815.38,2024-05-21 13:05:09,1,815.38,上海,男,45
U5026,史梁,P91508,科幻小说,书籍,276.34,2024-05-03 09:44:44,4,1105.36,南京,女,54
U5665,戴翰志,P28623,智能手表,电子产品,3039.8,2024-11-03 08:49:13,5,15199.0,重庆,女,56
U7145,苗宁会,P72042,毛绒玩具,玩具,767.34,2024-10-29 15:36:46,3,2302.02,杭州,女,64
U2166,汪军毅,P16305,牛仔裤,服装,128.91,2024-01-17 15:42:11,1,128.91,成都,女,61
U6863,计士,P26508,平板电脑,电子产品,4168.4,2024-02-12 00:09:03,4,16673.6,杭州,女,21
U7356,张海栋,P90071,芭比娃娃,玩具,764.79,2024-11-01 03:52:13,3,2294.37,西安,男,19
U2800,章庆奇,P92407,历史书籍,书籍,893.05,2024-05-06 00:20:54,3,2679.15,广州,男,19
U2386,雷杰友,P45985,面霜,美妆,831.68,2024-11-19 15:07:00,5,4158.4,武汉,女,56
U5445,苏利军,P82714,乐高积木,玩具,783.37,2024-05-02 14:43:52,2,1566.74,上海,女,58
U3036,孔信,P90448,乐高积木,玩具,72.04,2024-09-12 04:14:20,5,360.2,深圳,男,39
U8129,孟清晨,P83433,跑步鞋,运动,651.32,2024-08-26 14:07:43,3,1953.96,重庆,女,42
U6033,郭超成,P19946,篮球,运动,548.53,2024-06-07 22:52:26,1,548.53,西安,男,33
U1830,孔峰以,P94299,历史书籍,书籍,212.24,2024-08-08 04:48:37,4,848.96,南京,男,31
U4063,沈盛利,P60385,哑铃,运动,136.31,2024-11-21 15:22:25,1,136.31,西安,女,33
U8439,王时光,P87760,收纳盒,家居,2145.62,2024-05-24 02:05:03,1,2145.62,西安,女,35
U8581,郁朋,P39025,哑铃,运动,107.39,2024-02-26 06:02:04,5,536.95,成都,女,43
U4802,宋江,P97889,台灯,家居,4178.66,2024-09-12 19:52:56,5,20893.3,天津,女,37
U9687,房健伟,P89664,羽毛球拍,运动,1000.88,2024-12-24 13:56:37,1,1000.88,北京,男,23
U2253,韩弘,P69567,拼图,玩具,159.9,2024-05-26 19:22:34,3,479.7,成都,女,45
U3198,卞东航,P22455,洗发水,美妆,289.48,2024-05-27 04:46:11,3,868.44,上海,女,44
U9866,席彪奇,P73332,化妆刷套装,美妆,887.36,2024-06-21 20:03:06,4,3549.44,苏州,男,19
U6150,施梁会,P13341,防晒霜,美妆,91.59,2024-06-03 19:06:28,1,91.59,武汉,男,31
U8026,席信航,P79525,收纳盒,家居,734.32,2024-09-09 02:00:07,4,2937.28,成都,男,30
U5037,高龙峰,P14152,T恤,服装,786.84,2024-02-09 00:31:06,4,3147.36,重庆,女,37
U2905,谢胜,P60285,心理学,书籍,678.47,2024-03-19 14:55:40,2,1356.94,西安,男,47
U1061,茅子顺,P27471,时尚杂志,书籍,260.34,2024-12-10 17:12:02,1,260.34,苏州,男,62
U5081,阮梁全,P96051,化妆刷套装,美妆,683.63,2024-09-17 12:47:19,2,1367.26,武汉,女,26
U2721,鲁星,P15880,哑铃,运动,32.93,2024-07-02 18:15:50,5,164.65,成都,男,20
U7769,毛航富,P37271,遥控车,玩具,135.23,2024-09-10 15:02:24,2,270.46,南京,男,24
U8435,刁军冠,P37004,面霜,美妆,589.75,2024-12-27 09:25:36,5,2948.75,南京,女,19
U5905,强盛胜,P17450,拼图,玩具,731.26,2024-11-10 16:36:04,2,1462.52,成都,女,55
U2196,彭克邦,P98744,笔记本电脑,电子产品,5234.79,2024-09-08 11:36:39,4,20939.16,重庆,女,62
U1789,贺才,P32153,智能手表,电子产品,10115.41,2024-11-04 23:43:48,4,40461.64,南京,男,54
U4254,喻之,P25786,芭比娃娃,玩具,565.48,2024-07-04 03:05:35,3,1696.44,上海,男,35
U1609,姚良子,P78663,时尚杂志,书籍,534.5,2024-01-16 12:45:56,1,534.5,北京,男,25
U2277,茅博先,P25985,卫衣,服装,715.38,2024-05-22 16:33:51,2,1430.76,南京,女,63
U6612,房平旭,P17840,智能手表,电子产品,2211.34,2024-10-28 15:19:06,5,11056.7,武汉,男,24
U9230,俞天,P16643,桌游,玩具,535.63,2024-08-12 08:28:25,1,535.63,天津,男,45
U4196,房言豪,P27268,抱枕,家居,3562.74,2024-05-07 17:16:00,1,3562.74,成都,男,45
U6690,干鸣思,P76347,口红,美妆,295.98,2024-05-09 11:31:00,3,887.94,西安,男,60
U5709,陈海建,P27131,抱枕,家居,3780.44,2024-07-28 08:22:23,4,15121.76,上海,女,64
U9303,孟天良,P33942,化妆刷套装,美妆,710.71,2024-01-03 02:53:23,4,2842.84,南京,女,59
U1539,项行新,P43522,芭比娃娃,玩具,76.83,2024-03-12 23:16:35,4,307.32,南京,男,29
U1580,施坚波,P78483,蓝牙耳机,电子产品,9125.22,2024-04-28 11:32:55,2,18250.44,上海,女,43
U1529,计志致,P54051,羽毛球拍,运动,452.06,2024-07-29 20:42:13,5,2260.3,北京,女,42
U5278,宋行,P45260,科幻小说,书籍,956.16,2024-04-21 22:00:23,2,1912.32,成都,男,29
U6281,季冠,P30562,山地车,运动,1006.82,2024-03-30 10:23:05,4,4027.28,广州,女,24
U4132,褚波,P13126,心理学,书籍,157.56,2024-01-14 23:43:55,1,157.56,苏州,男,43
U8235,卞仁信,P92618,智能手表,电子产品,1983.58,2024-12-07 08:41:14,5,9917.9,天津,女,43
U1926,贝敬,P92435,时尚杂志,书籍,973.82,2024-07-04 05:02:12,1,973.82,广州,男,22
U5006,方岩,P76275,抱枕,家居,4683.17,2024-05-06 14:06:17,5,23415.85,上海,男,38
U2873,施楠伟,P36293,智能手机,电子产品,9532.42,2024-11-10 15:12:49,1,9532.42,重庆,女,43
U8372,苗广文,P73115,香水,美妆,990.03,2024-05-22 00:02:50,4,3960.12,深圳,女,40
U1428,陶炎利,P14163,变形金刚,玩具,478.81,2024-09-22 16:54:41,4,1915.24,杭州,男,38
U7630,湛策,P47556,遥控车,玩具,398.96,2024-02-15 22:38:13,4,1595.84,成都,男,24
U7810,周勇,P22517,办公椅,家居,1490.28,2024-09-17 00:31:45,4,5961.12,南京,男,54
U6577,时彪树,P98621,篮球,运动,42.06,2024-10-30 16:35:08,5,210.3,成都,女,19
U2121,缪河,P30750,毛绒玩具,玩具,958.99,2024-07-16 06:22:48,5,4794.95,武汉,女,39
U7042,岑松,P43396,牛仔裤,服装,352.88,2024-06-13 22:58:23,3,1058.64,深圳,男,20
U6270,成辉博,P94008,口红,美妆,700.62,2024-09-05 16:36:53,5,3503.1,成都,女,49
U3057,元刚,P33545,夹克,服装,760.98,2024-12-20 17:59:23,2,1521.96,上海,女,35
U3765,柯诚达,P64012,山地车,运动,775.12,2024-09-01 14:14:34,1,775.12,武汉,男,30
U3378,杜清泰,P21233,桌游,玩具,222.83,2024-05-30 16:23:17,3,668.49,天津,女,23
U3123,闵才策,P93305,卫衣,服装,452.53,2024-11-13 01:50:32,4,1810.12,武汉,女,61
U8345,萧富,P89767,抱枕,家居,2876.03,2024-09-12 08:17:25,3,8628.09,成都,男,38
U4087,毛家绍,P54251,变形金刚,玩具,537.98,2024-03-19 02:49:01,5,2689.9,广州,男,62
U7938,汪成,P67246,跑步鞋,运动,733.08,2024-05-02 16:19:26,1,733.08,成都,男,18
U9428,滕东超,P69244,历史书籍,书籍,734.37,2024-01-23 10:31:47,5,3671.85,深圳,女,64
U5006,韦进哲,P39881,连衣裙,服装,821.39,2024-11-02 19:47:29,2,1642.78,上海,女,37
U7971,左力宁,P78623,历史书籍,书籍,940.2,2024-10-10 15:42:32,1,940.2,成都,男,31
U1484,时彬顺,P96843,办公椅,家居,1266.49,2024-08-11 19:50:39,3,3799.47,成都,女,44
U7463,狄鹏,P29834,平板电脑,电子产品,7731.8,2024-05-22 08:08:20,1,7731.8,成都,女,51
U6085,和岩琛,P79615,显示器,电子产品,6820.22,2024-03-28 09:35:23,5,34101.1,上海,女,42
U6485,姚伟,P22690,沙发,家居,4169.46,2024-02-15 20:32:11,1,4169.46,杭州,女,51
U2737,缪楠辉,P97527,乐高积木,玩具,451.04,2024-10-11 04:02:25,2,902.08,北京,女,54
U7224,陶俊永,P56399,科幻小说,书籍,170.74,2024-02-05 14:43:12,5,853.7,上海,女,55
U4407,喻广树,P31429,连衣裙,服装,79.8,2024-06-30 09:55:08,3,239.4,北京,男,18
U2542,何鸣斌,P20139,T恤,服装,904.74,2024-05-15 08:01:43,2,1809.48,广州,男,64
U5307,鲁进军,P56652,心理学,书籍,526.56,2024-10-14 13:09:43,3,1579.68,南京,男,55
U7318,皮宁山,P58123,哑铃,运动,64.16,2024-08-19 06:27:46,5,320.8,成都,女,45
U8499,元海,P23145,T恤,服装,223.18,2024-03-03 19:08:03,4,892.72,西安,男,55
U1477,娄发,P93538,香水,美妆,100.67,2024-04-12 15:22:33,1,100.67,上海,男,18
U1362,戚承福,P10402,人物传记,书籍,930.83,2024-02-10 06:35:24,4,3723.32,深圳,女,35
U1188,花辉广,P16830,口红,美妆,377.3,2024-04-15 20:16:58,4,1509.2,杭州,男,35
U7489,熊江裕,P71573,山地车,运动,684.07,2024-02-08 16:15:55,4,2736.28,杭州,男,56
U9021,杨士,P77555,收纳盒,家居,694.46,2024-12-24 20:57:41,3,2083.38,深圳,女,41
U9556,傅谦平,P94870,拼图,玩具,744.04,2024-07-24 02:24:35,1,744.04,西安,男,37
U3616,任祥超,P29534,漫画,书籍,243.72,2024-10-17 17:21:34,1,243.72,广州,男,61
U9824,郝栋辰,P90674,化妆刷套装,美妆,465.99,2024-03-04 11:32:30,3,1397.97,杭州,男,24
U3966,盛福,P84975,粉底液,美妆,300.55,2024-08-28 08:38:52,2,601.1,北京,女,51
U9615,余良,P66435,夹克,服装,843.66,2024-09-23 21:02:40,4,3374.64,北京,男,53
U7015,黄榕伟,P70402,T恤,服装,584.9,2024-06-01 01:54:07,1,584.9,上海,男,39
U4107,董清俊,P11055,桌游,玩具,45.55,2024-09-23 13:21:57,1,45.55,重庆,男,64
U8328,莫朋弘,P87710,卫衣,服装,154.85,2024-03-24 23:12:23,1,154.85,南京,男,58
U1394,单厚,P89189,山地车,运动,791.86,2024-10-27 17:01:29,5,3959.3,南京,男,38
U3602,洪发政,P86085,防晒霜,美妆,385.68,2024-10-26 14:37:16,1,385.68,广州,女,56
U8960,邹达,P57100,口红,美妆,720.52,2024-11-08 00:50:32,4,2882.08,南京,女,20
U7968,林豪志,P17771,毛绒玩具,玩具,793.2,2024-07-10 01:28:50,1,793.2,武汉,男,20
U8377,唐河先,P41418,技术教材,书籍,205.32,2024-01-03 23:02:26,5,1026.6,广州,女,42
U6524,狄钧,P88515,技术教材,书籍,695.65,2024-06-14 00:10:05,1,695.65,成都,男,58
U4388,施榕刚,P16705,跑步鞋,运动,747.16,2024-02-15 10:30:02,3,2241.48,苏州,男,48
U3765,石磊,P94259,夹克,服装,1001.26,2024-12-02 08:53:35,5,5006.3,广州,男,59
U5951,房绍诚,P75243,办公椅,家居,3184.65,2024-01-18 10:11:40,3,9553.95,西安,女,29
U2858,安伯,P89383,时尚杂志,书籍,943.26,2024-05-04 19:36:50,5,4716.3,深圳,男,44
U3182,支义航,P80506,收纳盒,家居,383.28,2024-10-01 13:23:34,3,1149.84,深圳,女,53
U7469,时坚,P81016,变形金刚,玩具,968.03,2024-05-16 00:45:59,2,1936.06,广州,女,42
U3005,贲东磊,P32386,收纳盒,家居,682.59,2024-10-03 06:56:53,1,682.59,上海,女,32
U8547,石新震,P62438,羽毛球拍,运动,219.07,2024-11-29 12:22:15,5,1095.35,广州,女,65
U7687,蔡义致,P87190,餐桌,家居,3789.5,2024-04-20 09:56:47,1,3789.5,武汉,女,43
U2333,梅良,P39080,台灯,家居,369.56,2024-05-12 19:51:48,4,1478.24,天津,女,52
U6352,熊辰世,P11794,遥控车,玩具,839.79,2024-06-05 16:48:37,2,1679.58,深圳,男,36
